File,aid,Date,(0) Water Bodies,(1) Evergreen Needleleaf Forests,(3) Deciduous Needleleaf Forests,(5) Mixed Forests,(6) Closed Shrublands,(7) Open Shrublands,(8) Woody Savannas,(9) Savannas,(10) Grasslands,(11) Permanent Wetlands,(12) Croplands,(13) Urban and Built-up Lands,(14) Cropland/Natural Vegetation Mosaic,(15) Permanent Snow and Ice,(16) Barren,(99) NA
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015261_aid0001,aid0001,9/18/15,899,221,45,223,3,471,493,539,811,214,39,7,112,432,372,52
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015262_aid0001,aid0001,9/19/15,955,203,47,249,3,468,560,543,779,235,32,4,125,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015263_aid0001,aid0001,9/20/15,915,196,40,231,3,456,518,545,802,180,25,6,60,425,360,46
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015264_aid0001,aid0001,9/21/15,961,219,46,233,3,451,503,534,800,234,42,7,127,437,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015265_aid0001,aid0001,9/22/15,962,204,46,268,1,458,553,525,787,225,35,2,100,427,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015266_aid0001,aid0001,9/23/15,871,209,46,211,3,473,499,547,818,162,31,7,82,439,372,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015267_aid0001,aid0001,9/24/15,938,217,46,257,2,444,532,531,792,250,38,7,136,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015268_aid0001,aid0001,9/25/15,935,201,41,255,3,450,544,527,784,202,33,4,64,425,373,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015269_aid0001,aid0001,9/26/15,901,220,45,221,3,470,494,540,814,214,40,7,112,432,372,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015270_aid0001,aid0001,9/27/15,959,204,47,250,3,468,557,545,777,235,32,4,123,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015271_aid0001,aid0001,9/28/15,915,196,40,231,3,456,519,545,800,180,25,6,60,425,360,46
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015272_aid0001,aid0001,9/29/15,962,219,46,233,2,449,500,534,802,235,42,7,127,437,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015273_aid0001,aid0001,9/30/15,962,204,46,268,1,458,552,526,787,225,35,2,100,427,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015274_aid0001,aid0001,10/1/15,871,209,46,212,3,474,497,548,817,162,31,7,82,439,372,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015275_aid0001,aid0001,10/2/15,938,218,46,257,2,444,532,532,792,250,38,7,136,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015276_aid0001,aid0001,10/3/15,936,201,41,255,3,451,546,527,784,202,33,4,64,426,373,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015277_aid0001,aid0001,10/4/15,901,220,45,221,3,470,494,540,812,214,40,7,112,432,372,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015278_aid0001,aid0001,10/5/15,958,204,47,251,2,468,558,544,778,235,32,4,123,429,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015279_aid0001,aid0001,10/6/15,908,171,40,225,3,438,507,536,767,177,25,6,59,418,360,46
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015280_aid0001,aid0001,10/7/15,862,153,43,176,,352,395,451,604,193,42,7,126,367,364,24
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015281_aid0001,aid0001,10/8/15,959,204,40,265,1,456,549,482,783,224,35,2,99,415,360,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015282_aid0001,aid0001,10/9/15,873,209,46,212,3,475,498,547,816,161,31,7,84,439,372,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015283_aid0001,aid0001,10/10/15,938,218,46,257,2,444,535,532,792,250,38,7,136,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015284_aid0001,aid0001,10/11/15,935,201,41,254,3,451,546,527,784,201,32,5,64,425,373,47
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015285_aid0001,aid0001,10/12/15,902,220,45,222,3,469,494,539,812,214,40,7,112,432,372,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015286_aid0001,aid0001,10/13/15,959,204,47,252,3,468,558,545,779,235,32,4,122,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015287_aid0001,aid0001,10/14/15,916,196,40,232,3,457,517,545,800,182,25,6,59,425,360,46
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015288_aid0001,aid0001,10/15/15,961,219,46,236,2,447,498,534,802,236,42,7,127,438,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015289_aid0001,aid0001,10/16/15,962,205,46,268,1,457,552,523,789,224,35,2,99,428,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015290_aid0001,aid0001,10/17/15,872,209,46,213,3,474,498,547,815,161,31,7,84,439,372,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015291_aid0001,aid0001,10/18/15,938,218,46,256,2,444,536,532,792,249,38,7,136,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015292_aid0001,aid0001,10/19/15,936,202,41,254,3,451,546,527,787,199,32,5,64,425,373,47
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015293_aid0001,aid0001,10/20/15,903,220,45,222,3,470,495,539,812,214,40,7,112,432,372,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015294_aid0001,aid0001,10/21/15,959,203,47,252,2,468,558,543,780,235,32,4,122,428,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015295_aid0001,aid0001,10/22/15,915,196,40,233,3,458,518,546,801,181,25,6,59,425,360,46
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015296_aid0001,aid0001,10/23/15,961,219,46,236,2,447,498,534,802,236,42,7,127,438,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015297_aid0001,aid0001,10/24/15,962,204,46,268,1,456,551,526,789,224,35,2,99,426,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015298_aid0001,aid0001,10/25/15,870,210,46,215,3,473,499,547,815,161,31,7,84,439,372,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015299_aid0001,aid0001,10/26/15,940,219,46,256,2,444,535,532,794,250,38,7,136,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015300_aid0001,aid0001,10/27/15,935,201,41,254,3,450,546,527,786,200,32,5,64,425,373,47
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015301_aid0001,aid0001,10/28/15,809,144,42,143,,357,376,433,596,175,40,7,111,356,354,28
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015302_aid0001,aid0001,10/29/15,958,203,47,252,2,468,557,545,779,235,32,4,122,429,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015303_aid0001,aid0001,10/30/15,915,196,40,233,3,457,517,545,800,182,25,6,59,425,360,46
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015304_aid0001,aid0001,10/31/15,961,219,46,235,2,446,498,535,802,236,42,7,127,438,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015305_aid0001,aid0001,11/1/15,962,204,46,268,1,457,551,525,790,224,35,2,99,427,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015306_aid0001,aid0001,11/2/15,873,209,46,215,3,474,499,546,815,161,31,6,84,439,371,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015307_aid0001,aid0001,11/3/15,938,219,46,256,2,444,535,533,792,250,38,7,136,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015308_aid0001,aid0001,11/4/15,934,202,41,254,3,450,546,527,786,200,32,5,64,425,373,47
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015309_aid0001,aid0001,11/5/15,904,220,45,222,3,470,495,538,813,214,40,7,112,432,372,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015310_aid0001,aid0001,11/6/15,958,204,47,251,2,468,558,543,779,235,32,4,122,429,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015311_aid0001,aid0001,11/7/15,914,196,39,233,3,456,517,546,801,179,25,6,59,425,360,46
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015312_aid0001,aid0001,11/8/15,961,219,46,236,2,448,498,534,802,236,42,7,127,436,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015313_aid0001,aid0001,11/9/15,961,204,46,268,1,458,551,525,789,224,35,2,99,426,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015314_aid0001,aid0001,11/10/15,871,209,46,213,3,474,498,547,815,161,31,7,84,439,372,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015315_aid0001,aid0001,11/11/15,937,218,46,256,2,444,535,532,791,250,38,7,136,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015316_aid0001,aid0001,11/12/15,935,201,41,254,3,449,546,527,785,200,33,5,64,426,373,47
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015317_aid0001,aid0001,11/13/15,902,220,45,222,3,471,493,540,814,214,40,7,112,432,372,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015318_aid0001,aid0001,11/14/15,958,205,47,251,3,468,558,544,779,235,32,4,122,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015319_aid0001,aid0001,11/15/15,915,196,40,233,3,457,517,545,800,181,25,6,59,424,360,46
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015320_aid0001,aid0001,11/16/15,961,219,46,235,2,446,498,534,802,236,42,7,127,437,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015321_aid0001,aid0001,11/17/15,962,203,46,268,1,458,552,524,788,224,35,2,99,427,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015322_aid0001,aid0001,11/18/15,872,209,46,212,3,474,498,546,816,161,31,7,82,439,372,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015323_aid0001,aid0001,11/19/15,937,219,46,256,2,445,534,532,792,250,38,7,136,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015324_aid0001,aid0001,11/20/15,934,202,41,254,3,450,546,527,785,201,33,5,64,426,373,47
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015325_aid0001,aid0001,11/21/15,901,220,45,220,3,470,494,540,814,214,40,7,112,432,372,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015326_aid0001,aid0001,11/22/15,958,203,47,251,2,468,558,544,778,235,32,4,123,429,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015327_aid0001,aid0001,11/23/15,915,196,40,232,3,457,518,545,800,180,25,6,60,425,360,46
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015328_aid0001,aid0001,11/24/15,963,219,46,235,3,449,502,534,801,235,42,7,127,437,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015329_aid0001,aid0001,11/25/15,644,161,30,186,1,279,309,336,561,164,19,2,44,321,271,47
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015330_aid0001,aid0001,11/26/15,370,160,33,121,3,375,328,359,615,78,1,,5,294,240,46
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015331_aid0001,aid0001,11/27/15,938,218,46,256,2,444,532,532,791,250,38,7,136,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015332_aid0001,aid0001,11/28/15,936,201,41,255,3,448,545,527,784,202,33,4,64,426,373,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015333_aid0001,aid0001,11/29/15,317,97,26,54,,244,206,234,413,78,2,1,10,247,252,25
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015334_aid0001,aid0001,11/30/15,957,203,47,250,3,468,560,542,778,235,32,4,125,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015335_aid0001,aid0001,12/1/15,915,196,40,231,3,457,517,545,802,180,25,6,59,425,360,46
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015336_aid0001,aid0001,12/2/15,961,219,46,232,2,450,501,534,802,234,42,7,127,438,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015337_aid0001,aid0001,12/3/15,963,203,46,268,1,458,553,524,785,225,35,2,100,427,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015338_aid0001,aid0001,12/4/15,871,207,46,213,3,473,497,547,819,162,31,7,82,438,372,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015339_aid0001,aid0001,12/5/15,938,219,46,257,2,444,534,532,793,250,38,7,136,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015340_aid0001,aid0001,12/6/15,935,201,42,255,3,450,545,526,785,203,33,4,64,426,373,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015341_aid0001,aid0001,12/7/15,898,221,45,223,3,471,494,539,810,214,39,7,112,432,372,52
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015342_aid0001,aid0001,12/8/15,954,203,47,248,3,468,559,544,779,235,32,4,125,431,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015343_aid0001,aid0001,12/9/15,916,196,40,231,3,455,519,545,800,181,25,6,59,425,360,45
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015344_aid0001,aid0001,12/10/15,959,220,46,233,3,449,503,534,802,234,42,7,127,438,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015345_aid0001,aid0001,12/11/15,964,202,46,267,1,458,553,525,788,226,35,2,101,427,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015346_aid0001,aid0001,12/12/15,873,206,46,212,3,473,497,547,819,161,31,7,81,437,372,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015347_aid0001,aid0001,12/13/15,938,220,46,256,2,445,532,532,793,250,38,8,136,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015348_aid0001,aid0001,12/14/15,935,200,42,256,3,450,547,526,784,204,32,4,65,426,373,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015351_aid0001,aid0001,12/17/15,8,,,,,1,2,,65,,,,,18,7,6
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015352_aid0001,aid0001,12/18/15,960,219,46,232,3,450,500,532,801,233,42,7,127,439,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015353_aid0001,aid0001,12/19/15,965,202,46,269,1,458,550,526,788,228,34,2,105,426,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015354_aid0001,aid0001,12/20/15,872,206,46,212,3,473,498,549,820,162,31,7,80,437,371,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015355_aid0001,aid0001,12/21/15,938,220,46,253,2,445,533,529,797,250,38,8,136,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015356_aid0001,aid0001,12/22/15,939,198,42,257,3,450,547,525,786,205,32,3,67,427,373,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015357_aid0001,aid0001,12/23/15,896,221,45,222,3,472,492,540,812,210,39,7,110,432,372,52
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015358_aid0001,aid0001,12/24/15,952,205,47,248,3,465,559,547,779,237,32,4,124,433,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015359_aid0001,aid0001,12/25/15,916,198,40,233,3,455,519,544,798,182,25,6,60,425,361,45
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015360_aid0001,aid0001,12/26/15,961,219,46,232,3,451,499,533,803,233,43,7,127,438,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015361_aid0001,aid0001,12/27/15,966,202,46,267,1,458,551,528,789,228,34,2,106,426,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015362_aid0001,aid0001,12/28/15,871,204,46,213,3,472,496,550,821,162,30,7,79,435,370,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015363_aid0001,aid0001,12/29/15,940,221,46,250,2,445,532,529,798,250,38,8,135,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015364_aid0001,aid0001,12/30/15,941,197,44,256,2,450,548,526,787,204,31,3,67,427,373,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2015365_aid0001,aid0001,12/31/15,895,221,45,221,3,471,492,542,813,209,39,7,108,432,373,52
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016001_aid0001,aid0001,1/1/16,952,204,47,249,3,463,556,547,780,238,32,4,124,433,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016002_aid0001,aid0001,1/2/16,918,198,39,235,3,456,520,543,797,183,25,6,60,425,361,45
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016003_aid0001,aid0001,1/3/16,957,220,46,230,3,452,499,534,803,232,43,7,126,438,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016004_aid0001,aid0001,1/4/16,968,202,46,266,1,459,551,529,788,227,33,2,106,426,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016005_aid0001,aid0001,1/5/16,872,202,45,215,3,473,494,549,818,162,30,7,78,436,370,49
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016006_aid0001,aid0001,1/6/16,938,221,46,249,2,443,529,528,801,252,39,8,135,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016007_aid0001,aid0001,1/7/16,903,198,43,253,1,416,509,505,720,188,31,3,69,418,370,24
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016008_aid0001,aid0001,1/8/16,893,221,45,220,3,472,492,543,813,207,39,7,108,432,373,52
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016009_aid0001,aid0001,1/9/16,950,205,47,250,3,461,555,548,781,238,31,4,125,433,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016010_aid0001,aid0001,1/10/16,917,198,39,235,3,455,519,543,797,184,25,6,59,423,361,45
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016011_aid0001,aid0001,1/11/16,957,220,46,230,3,454,499,532,802,232,43,7,126,438,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016012_aid0001,aid0001,1/12/16,967,203,46,266,1,459,552,528,788,227,33,2,106,426,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016013_aid0001,aid0001,1/13/16,874,202,46,214,3,474,494,548,819,162,30,7,79,436,370,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016014_aid0001,aid0001,1/14/16,940,221,46,250,2,443,531,528,801,252,38,8,135,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016015_aid0001,aid0001,1/15/16,941,197,43,256,2,451,548,525,785,204,31,3,68,427,373,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016016_aid0001,aid0001,1/16/16,896,221,45,221,3,471,493,542,814,210,39,7,108,430,372,52
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016017_aid0001,aid0001,1/17/16,953,204,47,249,3,463,556,547,781,238,32,4,124,433,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016018_aid0001,aid0001,1/18/16,917,197,40,234,3,456,518,544,799,182,25,6,60,425,361,45
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016019_aid0001,aid0001,1/19/16,959,219,46,230,3,449,499,533,803,232,43,7,127,439,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016020_aid0001,aid0001,1/20/16,966,202,46,267,1,459,552,528,789,228,34,2,105,426,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016021_aid0001,aid0001,1/21/16,872,206,46,213,3,472,498,550,821,163,30,7,79,436,370,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016022_aid0001,aid0001,1/22/16,940,220,46,251,2,446,532,529,798,250,38,8,136,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016023_aid0001,aid0001,1/23/16,940,197,43,258,2,450,547,526,785,204,32,3,68,426,373,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016024_aid0001,aid0001,1/24/16,897,221,45,221,3,472,493,541,812,210,39,7,110,432,372,52
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016025_aid0001,aid0001,1/25/16,952,205,47,247,3,466,560,547,779,237,32,4,124,433,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016026_aid0001,aid0001,1/26/16,917,198,40,232,3,458,518,544,798,182,25,6,60,425,361,45
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016027_aid0001,aid0001,1/27/16,963,219,46,232,3,450,500,533,802,233,43,7,126,439,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016028_aid0001,aid0001,1/28/16,965,202,46,269,1,458,551,528,789,227,34,2,105,426,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016029_aid0001,aid0001,1/29/16,872,206,46,212,3,472,498,549,820,161,31,7,79,436,371,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016030_aid0001,aid0001,1/30/16,939,220,46,254,2,444,533,530,797,250,38,8,136,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016031_aid0001,aid0001,1/31/16,938,199,42,257,3,450,547,525,783,205,32,3,66,427,373,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016032_aid0001,aid0001,2/1/16,899,221,45,223,3,472,490,540,811,211,39,7,110,432,372,52
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016033_aid0001,aid0001,2/2/16,953,205,47,247,3,466,559,546,780,237,32,4,125,432,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016034_aid0001,aid0001,2/3/16,917,197,40,231,3,456,519,544,800,182,25,6,61,425,361,45
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016035_aid0001,aid0001,2/4/16,960,220,46,233,3,449,501,532,802,234,42,7,127,438,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016036_aid0001,aid0001,2/5/16,966,202,46,268,1,458,551,527,788,226,35,2,105,427,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016037_aid0001,aid0001,2/6/16,872,206,46,212,3,472,498,548,820,161,31,7,80,438,371,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016038_aid0001,aid0001,2/7/16,939,220,46,254,2,445,533,532,795,249,38,8,136,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016039_aid0001,aid0001,2/8/16,936,200,42,256,3,450,547,526,783,205,32,4,66,426,373,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016040_aid0001,aid0001,2/9/16,901,221,45,225,3,472,492,540,811,213,39,7,112,432,372,52
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016041_aid0001,aid0001,2/10/16,953,204,47,248,3,468,558,546,779,235,32,4,125,432,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016042_aid0001,aid0001,2/11/16,917,196,40,231,3,455,520,545,801,181,25,6,60,425,360,45
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016043_aid0001,aid0001,2/12/16,959,220,46,233,3,449,503,534,802,234,42,7,127,437,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016044_aid0001,aid0001,2/13/16,964,202,46,267,1,458,552,525,786,225,35,2,103,427,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016045_aid0001,aid0001,2/14/16,872,206,46,212,3,474,497,547,820,162,31,7,81,438,371,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016046_aid0001,aid0001,2/15/16,940,220,46,257,2,444,534,532,792,250,38,8,136,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016047_aid0001,aid0001,2/16/16,936,202,42,256,3,449,547,526,784,204,32,4,65,425,373,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016048_aid0001,aid0001,2/17/16,899,220,45,224,3,471,494,540,810,214,39,7,112,432,372,52
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016049_aid0001,aid0001,2/18/16,954,203,47,248,3,468,560,544,780,235,32,4,125,431,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016050_aid0001,aid0001,2/19/16,915,195,40,231,3,458,516,542,801,181,25,6,60,425,360,46
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016051_aid0001,aid0001,2/20/16,962,219,46,234,3,450,503,534,801,234,42,7,127,437,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016052_aid0001,aid0001,2/21/16,963,203,46,267,1,458,553,526,786,225,35,2,101,427,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016053_aid0001,aid0001,2/22/16,871,208,46,213,3,473,498,547,819,164,31,7,82,438,372,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2016054_aid0001,aid0001,2/23/16,939,219,46,257,2,443,532,531,793,250,38,8,136,430,373,53
